Sexo;Idade;Raça;Escolaridade;Rendimento mensal;Horas trabalhadas por semana;Região do domicílio;Número de pessoas no domicílio
Mulher;35;Parda;Médio completo ou equivalente;2000;36;Urbana;2
Mulher;54;Preta;Fundamental incompleto ou equivalente;1200;27;Rural;2
Mulher;46;Preta;Superior completo;2800;20;Urbana;5
Homem;57;Preta;Médio incompleto ou equivalente;500;52;Urbana;8
Mulher;40;Branca;Superior completo;3000;40;Urbana;4
Mulher;37;Parda;Superior completo;2100;40;Urbana;4
Homem;38;Branca;Médio completo ou equivalente;1200;44;Urbana;3
Mulher;54;Parda;Fundamental incompleto ou equivalente;480;8;Urbana;2
Homem;45;Branca;Médio completo ou equivalente;2800;50;Urbana;2
Mulher;45;Parda;Sem instrução e menos de 1 ano de estudo;520;18;Urbana;6
Homem;46;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;4
Mulher;68;Preta;Fundamental incompleto ou equivalente;940;30;Urbana;3
Homem;26;Branca;Médio completo ou equivalente;2300;36;Urbana;2
Homem;41;Preta;Médio completo ou equivalente;1500;36;Urbana;2
Homem;29;Branca;Médio completo ou equivalente;1200;44;Urbana;7
Mulher;30;Parda;Superior completo;1500;48;Rural;5
Mulher;32;Parda;Fundamental completo ou equivalente;1750;48;Urbana;2
Mulher;32;Branca;Superior incompleto ou equivalente;1045;44;Urbana;7
Mulher;37;Branca;Médio completo ou equivalente;1000;60;Urbana;4
Homem;54;Branca;Médio completo ou equivalente;2000;42;Urbana;3
Homem;36;Branca;Médio completo ou equivalente;3000;40;Urbana;3
Mulher;56;Branca;Médio completo ou equivalente;1945;40;Urbana;3
Homem;19;Parda;Médio completo ou equivalente;1045;44;Urbana;4
Homem;40;Branca;Superior completo;30000;40;Urbana;4
Homem;42;Branca;Fundamental incompleto ou equivalente;1600;52;Rural;4
Mulher;18;Branca;Médio incompleto ou equivalente;1376;48;Urbana;4
Homem;38;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;2
Mulher;37;Parda;Médio completo ou equivalente;1700;44;Urbana;4
Homem;50;Parda;Superior incompleto ou equivalente;2500;30;Urbana;2
Homem;30;Preta;Médio completo ou equivalente;1300;40;Urbana;4
Mulher;32;Branca;Superior incompleto ou equivalente;1045;40;Urbana;2
Homem;58;Parda;Superior completo;5000;40;Urbana;4
Homem;29;Branca;Superior completo;1045;44;Urbana;4
Homem;40;Branca;Médio completo ou equivalente;3000;44;Urbana;1
Homem;57;Parda;Fundamental incompleto ou equivalente;2500;62;Urbana;2
Mulher;29;Parda;Fundamental incompleto ou equivalente;1045;20;Rural;8
Mulher;56;Branca;Superior completo;3500;30;Urbana;3
Mulher;59;Parda;Médio completo ou equivalente;1100;38;Urbana;1
Mulher;33;Branca;Médio completo ou equivalente;1045;44;Rural;2
Homem;45;Branca;Fundamental incompleto ou equivalente;300;36;Rural;4
Homem;36;Branca;Superior completo;10000;44;Urbana;3
Homem;29;Branca;Médio completo ou equivalente;1500;44;Urbana;1
Homem;35;Parda;Fundamental incompleto ou equivalente;2500;60;Rural;5
Mulher;54;Branca;Superior completo;2500;30;Urbana;4
Homem;49;Branca;Médio completo ou equivalente;2500;60;Rural;2
Homem;49;Parda;Fundamental incompleto ou equivalente;1000;56;Urbana;2
Homem;35;Branca;Médio completo ou equivalente;1400;48;Urbana;5
Mulher;23;Branca;Médio incompleto ou equivalente;400;5;Urbana;3
Homem;48;Parda;Fundamental incompleto ou equivalente;2500;40;Rural;3
Homem;62;Branca;Fundamental completo ou equivalente;3000;40;Urbana;2
Homem;52;Branca;Médio completo ou equivalente;1500;48;Urbana;3
Homem;46;Branca;Fundamental incompleto ou equivalente;800;30;Urbana;3
Mulher;24;Branca;Superior incompleto ou equivalente;2500;40;Urbana;10
Homem;46;Branca;Médio completo ou equivalente;4500;48;Urbana;4
Mulher;55;Branca;Médio completo ou equivalente;1000;20;Urbana;2
Mulher;47;Branca;Médio completo ou equivalente;2090;44;Urbana;4
Mulher;37;Parda;Médio completo ou equivalente;1500;45;Urbana;3
Mulher;50;Preta;Médio completo ou equivalente;1400;48;Urbana;4
Homem;47;Branca;Fundamental completo ou equivalente;2000;54;Rural;5
Homem;27;Parda;Médio incompleto ou equivalente;1050;44;Rural;3
Homem;54;Branca;Sem instrução e menos de 1 ano de estudo;1600;48;Urbana;3
Homem;23;Parda;Médio completo ou equivalente;300;18;Urbana;5
Mulher;41;Parda;Superior completo;5000;50;Urbana;4
Mulher;25;Parda;Superior completo;1500;40;Rural;3
Homem;38;Parda;Superior completo;1258;20;Urbana;4
Mulher;38;Parda;Superior completo;250;40;Urbana;2
Homem;30;Branca;Médio incompleto ou equivalente;1045;44;Urbana;4
Mulher;16;Parda;Fundamental completo ou equivalente;600;40;Urbana;2
Homem;43;Branca;Médio completo ou equivalente;1500;45;Rural;3
Mulher;39;Branca;Superior completo;2500;40;Urbana;3
Mulher;22;Branca;Superior incompleto ou equivalente;1100;48;Urbana;4
Homem;30;Preta;Médio completo ou equivalente;600;40;Rural;2
Mulher;56;Branca;Fundamental incompleto ou equivalente;1100;40;Urbana;3
Homem;35;Parda;Superior completo;1045;40;Urbana;3
Homem;52;Parda;Fundamental incompleto ou equivalente;600;30;Urbana;1
Mulher;25;Preta;Superior incompleto ou equivalente;1100;56;Urbana;2
Homem;46;Branca;Médio incompleto ou equivalente;15000;50;Urbana;3
Homem;63;Branca;Fundamental incompleto ou equivalente;1000;42;Rural;5
Homem;27;Parda;Fundamental incompleto ou equivalente;130;20;Urbana;4
Homem;34;Parda;Médio completo ou equivalente;1500;44;Urbana;2
Homem;42;Branca;Fundamental incompleto ou equivalente;400;44;Rural;2
Homem;64;Branca;Médio completo ou equivalente;1045;12;Urbana;3
Mulher;35;Parda;Médio completo ou equivalente;1300;44;Urbana;5
Homem;51;Branca;Fundamental incompleto ou equivalente;1300;40;Urbana;3
Homem;58;Parda;Médio completo ou equivalente;1800;77;Urbana;2
Mulher;60;Branca;Fundamental incompleto ou equivalente;1370;40;Urbana;4
Homem;30;Branca;Fundamental incompleto ou equivalente;2200;40;Urbana;3
Homem;60;Branca;Superior completo;4500;30;Urbana;3
Mulher;31;Branca;Superior completo;5000;40;Urbana;3
Mulher;47;Parda;Superior completo;1045;40;Urbana;3
Mulher;43;Preta;Médio completo ou equivalente;1500;30;Urbana;2
Homem;50;Parda;Fundamental incompleto ou equivalente;1000;44;Urbana;4
Homem;56;Parda;Superior completo;5800;72;Urbana;2
Mulher;22;Parda;Médio completo ou equivalente;1500;44;Urbana;3
Homem;52;Branca;Fundamental completo ou equivalente;1500;60;Urbana;6
Mulher;37;Parda;Fundamental incompleto ou equivalente;400;21;Urbana;5
Homem;41;Branca;Médio completo ou equivalente;2500;40;Urbana;5
Homem;31;Parda;Médio completo ou equivalente;3500;40;Urbana;4
Mulher;43;Branca;Médio completo ou equivalente;1200;44;Urbana;4
Mulher;29;Branca;Superior incompleto ou equivalente;1500;40;Urbana;3
Mulher;55;Branca;Fundamental completo ou equivalente;1045;44;Urbana;2
Homem;37;Branca;Superior completo;13000;44;Urbana;4
Mulher;32;Branca;Superior completo;7000;40;Urbana;3
Homem;70;Branca;Fundamental incompleto ou equivalente;750;25;Rural;2
Homem;44;Branca;Superior incompleto ou equivalente;1100;40;Urbana;3
Mulher;57;Parda;Fundamental incompleto ou equivalente;600;48;Urbana;3
Mulher;50;Preta;Superior completo;4000;40;Urbana;2
Homem;67;Branca;Fundamental completo ou equivalente;1045;50;Urbana;2
Homem;51;Branca;Médio completo ou equivalente;1045;48;Urbana;1
Mulher;30;Branca;Médio completo ou equivalente;1045;20;Rural;4
Mulher;37;Branca;Superior completo;5000;40;Urbana;3
Homem;30;Parda;Superior incompleto ou equivalente;4000;30;Urbana;2
Mulher;49;Parda;Médio completo ou equivalente;1045;40;Urbana;2
Homem;48;Preta;Superior completo;6500;44;Urbana;4
Homem;56;Branca;Fundamental incompleto ou equivalente;600;20;Urbana;2
Mulher;23;Parda;Superior incompleto ou equivalente;750;20;Urbana;3
Homem;32;Branca;Fundamental incompleto ou equivalente;1600;44;Urbana;7
Homem;27;Parda;Fundamental incompleto ou equivalente;500;45;Rural;1
Homem;49;Parda;Médio completo ou equivalente;1600;72;Urbana;2
Mulher;58;Branca;Superior completo;7000;40;Urbana;2
Homem;39;Parda;Superior completo;1734;46;Rural;4
Mulher;47;Parda;Médio completo ou equivalente;1000;4;Urbana;3
Homem;45;Parda;Fundamental incompleto ou equivalente;500;28;Rural;5
Mulher;40;Preta;Médio completo ou equivalente;1045;30;Urbana;4
Mulher;67;Branca;Superior completo;1500;35;Urbana;3
Mulher;26;Parda;Superior completo;2500;40;Urbana;5
Homem;63;Parda;Fundamental incompleto ou equivalente;400;14;Rural;2
Homem;44;Parda;Superior completo;4000;40;Urbana;2
Homem;56;Parda;Sem instrução e menos de 1 ano de estudo;180;48;Rural;5
Homem;57;Parda;Médio completo ou equivalente;3500;44;Urbana;2
Homem;37;Branca;Superior completo;7000;44;Urbana;4
Mulher;49;Parda;Médio completo ou equivalente;2000;40;Urbana;3
Homem;59;Parda;Fundamental incompleto ou equivalente;800;32;Rural;2
Mulher;45;Parda;Médio completo ou equivalente;1000;40;Rural;5
Mulher;51;Branca;Superior completo;1500;44;Urbana;4
Homem;30;Branca;Superior incompleto ou equivalente;3000;48;Urbana;3
Homem;41;Branca;Fundamental completo ou equivalente;1700;56;Rural;5
Homem;33;Branca;Médio completo ou equivalente;1700;40;Urbana;3
Mulher;24;Parda;Médio completo ou equivalente;1045;44;Rural;4
Mulher;59;Parda;Fundamental incompleto ou equivalente;1045;30;Urbana;5
Homem;30;Parda;Fundamental completo ou equivalente;1400;40;Urbana;3
Mulher;32;Branca;Médio completo ou equivalente;1700;10;Rural;3
Homem;18;Parda;Fundamental incompleto ou equivalente;600;40;Rural;5
Homem;57;Branca;Fundamental incompleto ou equivalente;2000;60;Urbana;2
Homem;59;Branca;Fundamental incompleto ou equivalente;1100;40;Rural;3
Homem;62;Parda;Fundamental incompleto ou equivalente;3000;30;Urbana;1
Homem;40;Parda;Fundamental incompleto ou equivalente;500;40;Rural;4
Mulher;50;Parda;Fundamental incompleto ou equivalente;1100;44;Urbana;3
Homem;53;Parda;Médio completo ou equivalente;1400;50;Urbana;1
Mulher;46;Parda;Superior incompleto ou equivalente;1500;20;Urbana;3
Homem;27;Parda;Superior incompleto ou equivalente;2100;51;Urbana;2
Mulher;48;Parda;Fundamental incompleto ou equivalente;1200;40;Urbana;2
Mulher;18;Branca;Médio completo ou equivalente;500;20;Urbana;4
Homem;46;Branca;Fundamental incompleto ou equivalente;1500;44;Urbana;2
Homem;46;Parda;Fundamental completo ou equivalente;2000;40;Urbana;3
Homem;55;Branca;Superior completo;8000;40;Urbana;6
Homem;34;Branca;Superior completo;2000;35;Urbana;2
Mulher;26;Parda;Superior completo;4000;40;Urbana;2
Mulher;35;Parda;Médio completo ou equivalente;1450;44;Rural;5
Homem;40;Parda;Médio incompleto ou equivalente;400;24;Urbana;4
Homem;37;Parda;Superior completo;7000;40;Urbana;4
Homem;18;Branca;Médio incompleto ou equivalente;1490;30;Urbana;2
Homem;62;Preta;Fundamental incompleto ou equivalente;840;44;Urbana;1
Mulher;46;Parda;Superior completo;2500;40;Urbana;1
Mulher;25;Branca;Superior completo;2000;40;Urbana;2
Homem;72;Branca;Superior completo;8500;20;Urbana;2
Homem;24;Branca;Médio completo ou equivalente;1700;40;Urbana;2
Mulher;59;Branca;Superior completo;16000;60;Urbana;2
Homem;31;Branca;Superior completo;4500;40;Urbana;5
Homem;38;Branca;Fundamental completo ou equivalente;3000;44;Urbana;5
Homem;43;Branca;Fundamental incompleto ou equivalente;1500;44;Urbana;1
Homem;27;Preta;Médio completo ou equivalente;2000;40;Rural;2
Mulher;20;Parda;Médio completo ou equivalente;480;20;Urbana;4
Mulher;33;Parda;Médio completo ou equivalente;2000;50;Urbana;4
Homem;48;Branca;Superior completo;2500;50;Urbana;4
Homem;27;Parda;Médio completo ou equivalente;1700;44;Urbana;2
Mulher;24;Parda;Médio completo ou equivalente;400;20;Urbana;2
Homem;20;Branca;Médio incompleto ou equivalente;1400;48;Urbana;4
Mulher;33;Branca;Médio completo ou equivalente;3000;48;Urbana;4
Mulher;36;Parda;Superior completo;1600;48;Urbana;2
Homem;27;Parda;Médio incompleto ou equivalente;1045;72;Urbana;2
Mulher;25;Parda;Superior completo;1048;44;Urbana;5
Mulher;36;Parda;Médio completo ou equivalente;500;40;Rural;4
Mulher;40;Parda;Médio completo ou equivalente;1500;40;Urbana;4
Homem;46;Branca;Fundamental incompleto ou equivalente;1100;50;Urbana;3
Mulher;42;Branca;Fundamental incompleto ou equivalente;1045;40;Rural;3
Mulher;31;Branca;Superior incompleto ou equivalente;1344;45;Urbana;4
Mulher;30;Parda;Médio completo ou equivalente;650;30;Urbana;5
Mulher;45;Parda;Médio completo ou equivalente;1045;44;Urbana;2
Mulher;56;Branca;Médio completo ou equivalente;20000;44;Urbana;2
Homem;32;Parda;Fundamental incompleto ou equivalente;800;40;Rural;4
Homem;49;Branca;Fundamental incompleto ou equivalente;2000;30;Urbana;3
Homem;42;Parda;Médio completo ou equivalente;500;52;Urbana;3
Homem;20;Parda;Médio completo ou equivalente;1400;44;Urbana;5
Mulher;59;Branca;Fundamental incompleto ou equivalente;800;20;Urbana;2
Homem;25;Branca;Médio incompleto ou equivalente;1800;44;Urbana;3
Mulher;61;Parda;Médio completo ou equivalente;1000;40;Urbana;3
Mulher;72;Parda;Fundamental incompleto ou equivalente;500;21;Urbana;2
Homem;34;Parda;Superior completo;5500;40;Urbana;1
Homem;45;Branca;Fundamental incompleto ou equivalente;1300;44;Urbana;5
Homem;46;Parda;Médio completo ou equivalente;1600;44;Urbana;2
Homem;27;Parda;Médio completo ou equivalente;1300;40;Urbana;2
Mulher;42;Branca;Médio completo ou equivalente;1300;30;Urbana;4
Mulher;47;Branca;Fundamental incompleto ou equivalente;1045;40;Rural;3
Homem;61;Branca;Fundamental incompleto ou equivalente;1400;44;Rural;3
Mulher;31;Parda;Médio completo ou equivalente;2800;48;Urbana;3
Homem;44;Preta;Médio incompleto ou equivalente;600;20;Urbana;7
Mulher;17;Branca;Médio incompleto ou equivalente;1430;40;Rural;4
Homem;59;Branca;Médio completo ou equivalente;5000;48;Urbana;2
Homem;59;Parda;Fundamental incompleto ou equivalente;1500;44;Rural;2
Homem;74;Branca;Superior completo;15000;40;Urbana;2
Mulher;33;Branca;Superior completo;4000;40;Urbana;2
Mulher;47;Branca;Superior completo;6000;44;Urbana;4
Mulher;16;Parda;Fundamental incompleto ou equivalente;700;20;Urbana;4
Mulher;17;Parda;Médio incompleto ou equivalente;100;4;Rural;5
Mulher;40;Parda;Fundamental incompleto ou equivalente;1045;40;Urbana;5
Mulher;68;Branca;Superior completo;20000;36;Urbana;4
Homem;34;Preta;Superior completo;3500;48;Urbana;1
Homem;26;Parda;Fundamental completo ou equivalente;500;63;Rural;4
Mulher;38;Branca;Superior completo;3000;40;Rural;4
Homem;20;Parda;Médio completo ou equivalente;1300;44;Urbana;2
Homem;35;Branca;Fundamental completo ou equivalente;1500;40;Rural;3
Mulher;39;Branca;Fundamental completo ou equivalente;3000;45;Rural;4
Homem;29;Parda;Superior incompleto ou equivalente;1600;44;Urbana;4
Homem;39;Branca;Fundamental completo ou equivalente;1000;40;Urbana;3
Mulher;58;Parda;Médio completo ou equivalente;1800;30;Urbana;2
Homem;51;Parda;Médio completo ou equivalente;2000;48;Urbana;2
Mulher;24;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Homem;65;Branca;Fundamental incompleto ou equivalente;1045;36;Urbana;2
Homem;31;Parda;Fundamental incompleto ou equivalente;1500;40;Urbana;3
Homem;50;Parda;Fundamental incompleto ou equivalente;1500;40;Urbana;3
Mulher;33;Branca;Superior completo;2500;40;Urbana;2
Homem;42;IndÃ­gena;Fundamental incompleto ou equivalente;1200;44;Urbana;5
Mulher;34;Branca;Médio completo ou equivalente;240;16;Urbana;5
Homem;54;Parda;Fundamental incompleto ou equivalente;1045;44;Urbana;4
Homem;43;Branca;Sem instrução e menos de 1 ano de estudo;1100;40;Urbana;3
Homem;38;Parda;Fundamental incompleto ou equivalente;2100;60;Urbana;1
Homem;34;Branca;Médio completo ou equivalente;1800;48;Urbana;6
Homem;65;Parda;Fundamental incompleto ou equivalente;800;44;Urbana;2
Mulher;41;Preta;Superior incompleto ou equivalente;1200;40;Urbana;6
Homem;50;Preta;Sem instrução e menos de 1 ano de estudo;450;16;Rural;3
Mulher;44;Branca;Médio completo ou equivalente;2000;48;Urbana;3
Homem;42;Parda;Médio completo ou equivalente;2000;14;Urbana;1
Mulher;56;Preta;Fundamental incompleto ou equivalente;1045;20;Urbana;2
Mulher;62;Branca;Superior completo;10000;40;Urbana;2
Mulher;33;Branca;Médio completo ou equivalente;1200;40;Urbana;4
Mulher;28;Branca;Médio completo ou equivalente;800;36;Urbana;4
Homem;68;Parda;Fundamental completo ou equivalente;1000;50;Urbana;1
Mulher;29;Parda;Médio completo ou equivalente;1200;44;Urbana;2
Homem;30;Parda;Médio incompleto ou equivalente;1500;50;Rural;4
Mulher;15;Branca;Fundamental incompleto ou equivalente;200;20;Urbana;5
Mulher;55;Parda;Superior completo;3000;29;Rural;4
Homem;72;Branca;Fundamental incompleto ou equivalente;20000;44;Rural;2
Mulher;32;Branca;Superior incompleto ou equivalente;2000;44;Urbana;2
Homem;57;Parda;Fundamental completo ou equivalente;5000;44;Urbana;4
Mulher;42;Branca;Superior completo;4000;44;Urbana;4
Homem;62;Preta;Sem instrução e menos de 1 ano de estudo;600;40;Urbana;3
Mulher;27;Branca;Superior incompleto ou equivalente;2000;48;Urbana;2
Homem;57;Branca;Médio completo ou equivalente;3000;44;Urbana;1
Homem;29;Parda;Médio completo ou equivalente;1100;44;Urbana;8
Homem;60;Preta;Sem instrução e menos de 1 ano de estudo;350;20;Rural;1
Mulher;58;Branca;Fundamental incompleto ou equivalente;1300;18;Urbana;2
Homem;45;Branca;Médio completo ou equivalente;3000;40;Urbana;3
Mulher;42;Preta;Fundamental completo ou equivalente;400;24;Rural;4
Mulher;45;Parda;Médio completo ou equivalente;4000;44;Rural;1
Homem;51;Branca;Fundamental incompleto ou equivalente;2000;50;Urbana;2
Homem;26;Parda;Médio completo ou equivalente;700;66;Urbana;4
Mulher;28;Parda;Médio incompleto ou equivalente;800;48;Urbana;3
Homem;37;Parda;Fundamental incompleto ou equivalente;1000;42;Rural;3
Homem;59;Parda;Fundamental incompleto ou equivalente;1045;44;Urbana;4
Homem;58;Parda;Superior completo;5000;50;Urbana;5
Homem;56;Branca;Fundamental completo ou equivalente;2200;40;Urbana;3
Homem;36;Branca;Superior completo;5000;46;Urbana;2
Homem;42;Branca;Superior completo;5000;40;Urbana;2
Homem;51;Branca;Fundamental incompleto ou equivalente;1000;60;Rural;2
Homem;31;Parda;Fundamental completo ou equivalente;1300;50;Rural;3
Homem;21;Parda;Médio completo ou equivalente;1045;44;Urbana;3
Homem;30;Parda;Médio incompleto ou equivalente;1383;40;Urbana;3
Mulher;33;Preta;Médio completo ou equivalente;1045;44;Rural;3
Mulher;26;Branca;Médio completo ou equivalente;500;5;Urbana;4
Mulher;28;Branca;Médio incompleto ou equivalente;2000;40;Urbana;3
Mulher;71;Branca;Fundamental incompleto ou equivalente;40;6;Urbana;2
Homem;29;Branca;Fundamental incompleto ou equivalente;1600;44;Urbana;4
Mulher;54;Parda;Médio completo ou equivalente;3800;30;Urbana;2
Mulher;53;Preta;Superior completo;3600;40;Rural;2
Homem;30;Branca;Médio completo ou equivalente;7500;40;Urbana;2
Homem;37;Parda;Superior completo;4000;36;Urbana;6
Homem;78;Parda;Fundamental incompleto ou equivalente;1500;40;Rural;2
Homem;20;Branca;Médio completo ou equivalente;1300;44;Urbana;4
Mulher;43;Parda;Médio completo ou equivalente;1045;35;Rural;3
Homem;42;Branca;Fundamental incompleto ou equivalente;1500;40;Rural;2
Homem;22;Parda;Médio incompleto ou equivalente;1100;30;Urbana;7
Mulher;58;Branca;Fundamental incompleto ou equivalente;2000;44;Urbana;2
Mulher;58;Branca;Superior completo;2500;40;Urbana;1
Homem;45;Parda;Médio completo ou equivalente;500;70;Urbana;2
Mulher;42;Parda;Médio completo ou equivalente;1500;45;Urbana;3
Mulher;30;Parda;Fundamental incompleto ou equivalente;200;48;Urbana;4
Mulher;51;Branca;Médio completo ou equivalente;2000;40;Urbana;4
Homem;44;Preta;Médio completo ou equivalente;2600;48;Urbana;4
Homem;50;Branca;Fundamental incompleto ou equivalente;1365;40;Rural;3
Mulher;44;Parda;Fundamental incompleto ou equivalente;1550;40;Urbana;1
Homem;31;Preta;Médio completo ou equivalente;1045;48;Urbana;4
Mulher;38;Branca;Superior completo;8000;40;Urbana;4
Mulher;54;Branca;Superior completo;6000;40;Urbana;3
Mulher;58;Parda;Fundamental incompleto ou equivalente;2000;50;Urbana;3
Mulher;49;Branca;Fundamental incompleto ou equivalente;100;30;Urbana;2
Homem;47;Branca;Superior completo;6023;40;Urbana;4
Mulher;54;Parda;Fundamental incompleto ou equivalente;400;16;Rural;4
Homem;54;Branca;Fundamental incompleto ou equivalente;1045;60;Rural;3
Mulher;28;Parda;Médio completo ou equivalente;1245;56;Rural;5
Mulher;33;Parda;Superior incompleto ou equivalente;300;12;Rural;4
Mulher;46;Parda;Fundamental incompleto ou equivalente;500;16;Urbana;2
Mulher;28;Branca;Fundamental incompleto ou equivalente;1045;44;Urbana;5
Mulher;46;Parda;Superior completo;8100;40;Urbana;2
Homem;60;Parda;Fundamental incompleto ou equivalente;400;40;Urbana;4
Homem;53;Parda;Fundamental incompleto ou equivalente;2500;44;Urbana;3
Homem;45;Parda;Superior completo;4500;40;Urbana;2
Homem;39;Branca;Superior completo;6000;30;Urbana;4
Mulher;45;Preta;Fundamental incompleto ou equivalente;1500;44;Urbana;3
Mulher;25;Branca;Médio completo ou equivalente;1045;44;Urbana;4
Homem;59;Parda;Fundamental incompleto ou equivalente;300;15;Urbana;10
Homem;34;Branca;Médio completo ou equivalente;1600;44;Urbana;5
Homem;50;Parda;Fundamental incompleto ou equivalente;150;28;Rural;3
Homem;18;Branca;Médio incompleto ou equivalente;1300;40;Urbana;5
Homem;28;Parda;Fundamental incompleto ou equivalente;1800;44;Urbana;2
Mulher;65;Branca;Superior completo;5300;37;Urbana;2
Homem;51;Branca;Fundamental incompleto ou equivalente;4500;72;Rural;4
Homem;39;Preta;Médio completo ou equivalente;1700;60;Urbana;3
Homem;27;Parda;Superior completo;1500;45;Urbana;4
Mulher;58;Branca;Fundamental incompleto ou equivalente;1100;40;Urbana;5
Homem;51;Branca;Fundamental incompleto ou equivalente;1700;44;Rural;1
Homem;31;Branca;Fundamental completo ou equivalente;800;40;Urbana;4
Homem;54;Branca;Fundamental incompleto ou equivalente;800;48;Rural;2
Homem;39;Branca;Fundamental incompleto ou equivalente;1800;44;Urbana;4
Homem;41;Parda;Fundamental incompleto ou equivalente;2000;48;Urbana;6
Homem;44;Preta;Médio completo ou equivalente;5000;48;Urbana;3
Homem;37;Branca;Fundamental incompleto ou equivalente;1045;44;Rural;5
Homem;49;Parda;Superior completo;2090;20;Urbana;4
Mulher;27;Preta;Médio completo ou equivalente;1045;48;Urbana;4
Homem;61;Branca;Superior completo;3135;40;Urbana;5
Mulher;42;Parda;Médio incompleto ou equivalente;1000;20;Urbana;3
Mulher;39;Parda;Fundamental incompleto ou equivalente;400;44;Urbana;2
Mulher;33;Branca;Médio incompleto ou equivalente;1080;40;Urbana;7
Homem;53;Branca;Fundamental incompleto ou equivalente;1800;60;Rural;4
Homem;59;Branca;Fundamental incompleto ou equivalente;166;35;Rural;5
Homem;41;Branca;Médio completo ou equivalente;3100;40;Urbana;4
Mulher;35;Parda;Superior completo;6000;40;Urbana;3
Mulher;51;Branca;Superior completo;5500;40;Urbana;4
Mulher;59;Branca;Fundamental incompleto ou equivalente;2000;40;Urbana;1
Mulher;52;Parda;Superior incompleto ou equivalente;3100;36;Urbana;2
Mulher;23;Branca;Médio completo ou equivalente;150;70;Urbana;3
Homem;37;Branca;Fundamental incompleto ou equivalente;150;6;Rural;4
Homem;25;Preta;Médio completo ou equivalente;1045;54;Urbana;5
Homem;40;Parda;Sem instrução e menos de 1 ano de estudo;600;24;Urbana;6
Homem;62;Branca;Fundamental incompleto ou equivalente;600;40;Rural;2
Mulher;51;Branca;Fundamental completo ou equivalente;1000;40;Urbana;3
Mulher;58;Branca;Fundamental incompleto ou equivalente;500;40;Urbana;5
Homem;22;Branca;Médio completo ou equivalente;1300;44;Urbana;6
Homem;33;Parda;Médio incompleto ou equivalente;1300;36;Urbana;4
Mulher;43;Branca;Superior completo;4000;40;Urbana;2
Homem;60;Parda;Fundamental incompleto ou equivalente;1100;40;Urbana;4
Mulher;55;Parda;Médio completo ou equivalente;1500;40;Urbana;2
Homem;52;Parda;Superior completo;1200;40;Urbana;3
Homem;46;Parda;Fundamental incompleto ou equivalente;2000;56;Rural;2
Mulher;28;Parda;Médio completo ou equivalente;1800;40;Urbana;11
Homem;20;Parda;Médio completo ou equivalente;1100;44;Urbana;3
Mulher;28;Parda;Médio completo ou equivalente;1045;40;Urbana;5
Mulher;30;Branca;Superior completo;800;20;Rural;4
Homem;42;Parda;Médio completo ou equivalente;1200;40;Urbana;3
Mulher;50;Branca;Fundamental incompleto ou equivalente;200;10;Urbana;2
Mulher;43;Parda;Médio completo ou equivalente;200;8;Rural;4
Homem;33;Parda;Médio completo ou equivalente;1045;60;Urbana;4
Mulher;41;Parda;Médio completo ou equivalente;1045;40;Urbana;3
Mulher;29;Branca;Fundamental completo ou equivalente;1900;44;Rural;4
Homem;60;Branca;Fundamental incompleto ou equivalente;500;20;Rural;2
Homem;28;Branca;Médio completo ou equivalente;1400;44;Urbana;2
Homem;48;Parda;Fundamental incompleto ou equivalente;3800;44;Urbana;4
Mulher;22;Branca;Superior incompleto ou equivalente;800;20;Urbana;5
Homem;25;Branca;Médio completo ou equivalente;1200;30;Urbana;4
Homem;39;Branca;Fundamental incompleto ou equivalente;1500;56;Rural;2
Homem;25;Parda;Médio completo ou equivalente;1045;40;Rural;3
Mulher;52;Parda;Médio completo ou equivalente;800;10;Urbana;3
Mulher;40;Parda;Fundamental incompleto ou equivalente;1045;44;Urbana;4
Homem;67;Parda;Fundamental incompleto ou equivalente;700;40;Urbana;1
Mulher;45;Parda;Superior incompleto ou equivalente;1045;44;Urbana;3
Mulher;20;Parda;Médio completo ou equivalente;487;20;Urbana;3
Homem;65;Branca;Fundamental incompleto ou equivalente;1500;48;Rural;1
Homem;53;Branca;Médio completo ou equivalente;2000;40;Urbana;2
Homem;26;Branca;Superior completo;2500;44;Urbana;8
Homem;28;Parda;Médio completo ou equivalente;1200;30;Urbana;2
Homem;20;Branca;Superior incompleto ou equivalente;400;20;Urbana;3
Homem;30;Branca;Superior completo;3500;40;Urbana;2
Homem;54;Preta;Fundamental incompleto ou equivalente;1500;40;Urbana;4
Mulher;38;Branca;Superior completo;6500;60;Urbana;2
Mulher;42;Branca;Fundamental incompleto ou equivalente;300;50;Urbana;3
Mulher;49;Parda;Superior completo;1500;25;Urbana;3
Mulher;55;Branca;Fundamental incompleto ou equivalente;1150;48;Urbana;2
Homem;25;Parda;Superior completo;1300;44;Urbana;4
Homem;53;Branca;Fundamental incompleto ou equivalente;800;42;Urbana;2
Mulher;22;Branca;Superior completo;360;8;Urbana;2
Homem;58;Branca;Médio completo ou equivalente;1570;50;Urbana;2
Mulher;52;Branca;Superior completo;2345;20;Urbana;2
Homem;49;Branca;Médio completo ou equivalente;3000;44;Rural;2
Homem;24;Branca;Superior completo;1150;30;Urbana;1
